academy	gcide	noun	An institution for the study of higher learning; a college or a university. Popularly, a school, or seminary of learning, holding a rank between a college and a common school.
academy	gcide	noun	A place of training; a school.
academy	gcide	noun	A society of learned men united for the advancement of the arts and sciences, and literature, or some particular art or science
academy	gcide	noun	A school or place of training in which some special art is taught
academy	century	noun	[capitalized] Originally, a public pleasure-ground of Athens, consecrated to Athene and other deities, containing a grove and gymnasium, where Plato and his followers held their philosophical conferences; hence, Plato and his followers collectively; the members of the school of Plato.
academy	century	noun	A superior school or institution of learning.
academy	century	noun	An association of adepts for the promotion of literature, science, or art, established sometimes by government, and sometimes by the voluntary union of private individuals.
academy	wordnet	noun	a secondary school (usually private)
academy	wordnet	noun	a learned establishment for the advancement of knowledge
academy	wordnet	noun	a school for special training
academy	wordnet	noun	an institution for the advancement of art or science or literature
diocese	ahd-legacy	noun	The district or churches under the jurisdiction of a bishop; a bishopric.
diocese	wiktionary	noun	Administrative division of the later Roman Empire, starting with the Tetrarchy.
diocese	wiktionary	noun	Region administered by a bishop.
diocese	gcide	noun	The circuit or extent of a bishop's jurisdiction; the district in which a bishop exercises his ecclesiastical authority.
diocese	century	noun	A district or division of a country; a province: now obsolete except when used with reference to Norway, an episcopal diocese (stift) of which, as a geographical division of the country, is sometimes regarded as a province, though it has no provincial civil administration.
diocese	century	noun	Under the Roman empire after Diocletian and Constantine, a subdivision of a prefecture, comprising a number of provinces; hence, a corresponding extent of territory as an ecclesiastical division, including a number of provinces or eparchies, each province again containing a number of parœciæ, which themselves finally came to be called dioceses in the following (modern) sense.
diocese	century	noun	The district, with its population, falling under the pastoral care of a bishop.
diocese	wordnet	noun	the territorial jurisdiction of a bishop
credibility	ahd-legacy	noun	The quality, capability, or power to elicit belief: "America's credibility must not be squandered, especially by its leaders”  ( Henry A. Kissinger). 
credibility	ahd-legacy	noun	A capacity for belief:  a story that strained our credibility. 
credibility	wiktionary	noun	reputation impacting one's ability to be believed
credibility	wiktionary	noun	Whether or not a witness is being truthful.
credibility	gcide	noun	The quality of being credible; credibleness.
credibility	century	noun	The capability or condition of being credited or believed; that quality in a person or thing which renders him or it worthy of credence; credibleness; just claim to credit: as, the credibility of a witness; the credibility of a statement or a narrative.
credibility	century	noun	That which makes credible; evidence of truth; proof.
credibility	century	noun	Credence; credit; belief.
credibility	wordnet	noun	the quality of being believable or trustworthy
discussion	ahd-legacy	noun	Consideration of a subject by a group; an earnest conversation.
discussion	ahd-legacy	noun	A formal discourse on a topic; an exposition.
discussion	wiktionary	noun	Conversation or debate concerning a particular topic.
discussion	wiktionary	noun	Text giving further detail on a subject.
discussion	gcide	noun	The act or process of discussing by breaking up, or dispersing, as a tumor, or the like.
discussion	gcide	noun	The act of discussing or exchanging reasons; examination by argument; debate; disputation; agitation.
discussion	century	noun	The act or process of breaking up or dispersing; dispersion, as of a swelling or an effusion.
discussion	century	noun	Debate; disquisition; the agitation of a point or subject with a view to elicit truth or gain a cause; argument about something.
discussion	century	noun	In civil law, the act of exhausting legal proceedings against a debtor or his property before proceeding against the property of a person secondarily liable for the debt.
discussion	wordnet	noun	an extended communication (often interactive) dealing with some particular topic
discussion	wordnet	noun	an exchange of views on some topic
auctioneer	ahd-legacy	noun	One that conducts an auction.
auctioneer	ahd-legacy	verb-transitive	To sell at auction.
auctioneer	wiktionary	noun	A person who conducts an auction on behalf of a vendor, taking bids to find the best price for the vendor.
auctioneer	wiktionary	verb	To sell at an auction; to auction.
auctioneer	gcide	noun	A person who sells by auction; a person whose business it is to dispose of goods or lands by public sale to the highest or best bidder.
auctioneer	gcide	verb-transitive	To sell by auction; to auction.
auctioneer	century	noun	One whose business is to offer goods or property for sale by auction; the crier who calls for bids and strikes the bargain at an auction; a person licensed to dispose of goods or property by public sale to the highest bidder.
auctioneer	wordnet	noun	an agent who conducts an auction
auctioneer	wordnet	verb	sell at an auction
acting	ahd-legacy	adjective	Temporarily assuming the duties or authority of another. See Synonyms at temporary.
acting	ahd-legacy	adjective	That contains directions for use in a dramatic performance:  the play's acting text. 
acting	ahd-legacy	adjective	That is appropriate for dramatic performance:  an acting comedy. 
acting	ahd-legacy	noun	The occupation of an actor or actress.
acting	ahd-legacy	noun	Performance as an actor or actress.
acting	ahd-legacy	noun	False behavior; pretense.
acting	wiktionary	adjective	Temporarily assuming the duties or authority of another person when they are unable to do their job.
acting	wiktionary	verb	Present participle of act.
acting	wiktionary	noun	An intended action or deed.
acting	wiktionary	noun	Pretending.
acting	wiktionary	noun	The occupation of an actor.
acting	wiktionary	noun	The deeds or actions of parties are called actings to avoid confusion with the legal senses of deeds and actions.
acting	gcide	adjective	Operating in any way.
acting	gcide	adjective	Doing duty for another; officiating.
acting	century	noun	The profession of an actor or player.
acting	wordnet	adjective	serving temporarily especially as a substitute
acting	wordnet	noun	the performance of a part or role in a drama
compliment	ahd-legacy	noun	An expression of praise, admiration, or congratulation.
compliment	ahd-legacy	noun	A formal act of civility, courtesy, or respect.
compliment	ahd-legacy	noun	Good wishes; regards:  Extend my compliments to your parents.  See Usage Note at complement.
compliment	ahd-legacy	verb-transitive	To pay a compliment to.
compliment	ahd-legacy	verb-transitive	To show fondness, regard, or respect for by giving a gift or performing a favor.
compliment	wiktionary	noun	An expression of praise, congratulation, encouragement, or respect.
compliment	wiktionary	noun	Complimentary language; courtesy, flattery.
compliment	wiktionary	noun	Common misspelling of complement.
compliment	wiktionary	verb	To pay a compliment; to express a favorable opinion.
compliment	wiktionary	verb	Common misspelling of complement.
compliment	gcide	noun	An expression, by word or act, of approbation, regard, confidence, civility, or admiration; a flattering speech or attention; a ceremonious greeting.
compliment	gcide	verb-transitive	To praise, flatter, or gratify, by expressions of approbation, respect, or congratulation; to make or pay a compliment to.
compliment	gcide	verb-intransitive	To pass compliments; to use conventional expressions of respect.
compliment	century	noun	A formal act or expression of civility, respect, or regard: as, the compliments of the season; to present one's compliments.
compliment	century	noun	An expression of praise, commendation, or admiration: as, he paid you a high compliment within my hearing.
compliment	century	noun	Flattery; polite, especially insincere, praise or commendation.
compliment	century	noun	A present or favor bestowed; a gift.
compliment	wordnet	verb	say something to someone that expresses praise
compliment	wordnet	noun	a remark (or act) expressing praise and admiration
compliment	wordnet	verb	express respect or esteem for
storey	ahd-legacy	noun	Chiefly British   Variant of story2.
storey	wiktionary	noun	A floor or level of a building or ship.
storey	gcide	noun	See story.
storey	century	noun	See story.
storey	wordnet	noun	a structure consisting of a room or set of rooms at a single position along a vertical scale
invasion	ahd-legacy	noun	The act of invading, especially the entrance of an armed force into a territory to conquer.
invasion	ahd-legacy	noun	A large-scale onset of something injurious or harmful, such as a disease.
invasion	ahd-legacy	noun	An intrusion or encroachment.
invasion	wiktionary	noun	A military action consisting of armed forces of one geopolitical entity entering territory controlled by another such entity, generally with the objective of conquering territory or altering the established government.
invasion	wiktionary	noun	The entry of a large group into a new area.
invasion	gcide	noun	The act of invading; the act of encroaching upon the rights or possessions of another; encroachment; trespass.
invasion	gcide	noun	A warlike or hostile entrance into the possessions or domains of another; the incursion of an army for conquest or plunder.
invasion	gcide	noun	The incoming or first attack of anything hurtful or pernicious.
invasion	century	noun	The act of invading a country or territory as an enemy; hostile entrance or intrusion.
invasion	century	noun	Hence A harmful incursion of any kind; an onset or attack, as of disease.
invasion	century	noun	Infringement by intrusion; encroachment by entering into or taking away what belongs to another: as, an invasion of one's retirement or rights.
invasion	century	noun	In phytogeography, the phenomenon of the movement of plants from an area of one character into one of a different character, and their colonization in the latter.
invasion	wordnet	noun	the act of invading; the act of an army that invades for conquest or plunder
invasion	wordnet	noun	any entry into an area not previously occupied
invasion	wordnet	noun	(pathology) the spread of pathogenic microorganisms or malignant cells to new sites in the body
ovation	ahd-legacy	noun	Enthusiastic, prolonged applause.
ovation	ahd-legacy	noun	A show of public homage or welcome.
ovation	ahd-legacy	noun	An ancient Roman victory ceremony of somewhat less importance than a triumph.
ovation	wiktionary	noun	prolonged enthusiastic applause
ovation	wiktionary	noun	a victory ceremony of less importance than a triumph
ovation	gcide	noun	A lesser kind of triumph allowed to a commander for an easy, bloodless victory, or a victory over slaves.
ovation	gcide	noun	An expression of popular homage; the tribute of the multitude to a public favorite.
ovation	gcide	noun	A prolonged applause for a person of group after a speech or performance.
ovation	century	noun	In Roman antiquity, a lesser triumph accorded to commanders who had conquered with little bloodshed, who had defeated a comparatively inconsiderable enemy, or whose advantage, although considerable, was not sufficient to constitute a legitimate claim to the higher distinction of a triumph. See triumph.
ovation	century	noun	An enthusiastic reception of a person by an assembly or concourse of people with acclamations and other spontaneous expressions of popularity; enthusiastic public homage.
ovation	wordnet	noun	enthusiastic recognition (especially one accompanied by loud applause)
employ	ahd-legacy	verb-transitive	To engage the services of; put to work:  agreed to employ the job applicant. 
employ	ahd-legacy	verb-transitive	To provide with gainful work:  factories that employ thousands. 
employ	ahd-legacy	verb-transitive	To put to use or service. See Synonyms at use.
employ	ahd-legacy	verb-transitive	To devote (time, for example) to an activity or purpose:  employed several months in learning Swahili. 
employ	ahd-legacy	noun	The state of being employed:  in the employ of the city. 
employ	ahd-legacy	noun	Archaic   Occupation.
employ	wiktionary	noun	The state of being an employee; employment.
employ	wiktionary	verb	to hire (somebody for work or a job)
employ	wiktionary	verb	to use (a person for a job)
employ	wiktionary	verb	to make busy
employ	gcide	verb-transitive	To inclose; to infold.
employ	gcide	verb-transitive	To use; to have in service; to cause to be engaged in doing something; -- often followed by in, about, on, or upon, and sometimes by to; as: (a) To make use of, as an instrument, a means, a material, etc., for a specific purpose; to apply
employ	gcide	verb-transitive	To occupy; as, to employ time in study.
employ	gcide	verb-transitive	To have or keep at work; to give employment or occupation to; to intrust with some duty or behest.
employ	gcide	noun	That which engages or occupies a person; fixed or regular service or business; employment.
employ	century	noun	Occupation; employment.
employ	wordnet	verb	put into service; make work or employ for a particular purpose or for its inherent or natural purpose
employ	wordnet	noun	the state of being employed or having a job
employ	wordnet	verb	engage or hire for work
digress	ahd-legacy	verb-intransitive	To turn aside, especially from the main subject in writing or speaking; stray. See Synonyms at swerve.
digress	wiktionary	verb	: To step or turn aside; to deviate; to swerve; especially, to turn aside from the main subject of attention, or course of argument, in writing or speaking.
digress	wiktionary	verb	: To turn aside from the right path; to transgress; to offend.
digress	gcide	verb-intransitive	To step or turn aside; to deviate; to swerve; especially, to turn aside from the main subject of attention, or course of argument, in writing or speaking.
digress	gcide	verb-intransitive	To turn aside from the right path; to transgress; to offend.
digress	gcide	noun	Digression.
digress	century	noun	A digression.
digress	wordnet	verb	wander from a direct or straight course
digress	wordnet	verb	lose clarity or turn aside especially from the main subject of attention or course of argument in writing, thinking, or speaking
drizzle	ahd-legacy	verb-intransitive	To rain gently in fine, mistlike drops.
drizzle	ahd-legacy	verb-transitive	To let fall in fine drops or particles:  drizzled melted butter over the asparagus. 
drizzle	ahd-legacy	verb-transitive	To moisten with fine drops:  drizzled the asparagus with melted butter. 
drizzle	ahd-legacy	noun	A fine, gentle, misty rain.
drizzle	wiktionary	verb	To rain lightly.
drizzle	wiktionary	verb	To pour slowly and evenly, especially with oil in cooking.
drizzle	wiktionary	verb	To urinate.
drizzle	wiktionary	noun	Light rain.
drizzle	wiktionary	noun	. Very small, numerous, and uniformly dispersed water drops, mist, or sprinkle. Unlike fog droplets, drizzle falls to the ground. It is sometimes accompanied by low visibility and fog.
drizzle	wiktionary	noun	Water.
drizzle	gcide	verb-intransitive	To rain slightly in very small drops; to fall, as water from the clouds, slowly and in fine particles
drizzle	gcide	verb-transitive	To shed slowly in minute drops or particles.
drizzle	gcide	noun	A fine rain or mist.
drizzle	century	noun	A light rain; mizzle; mist.
drizzle	century	noun	A local English name of the young ling. Also called ling-drizzle.
drizzle	wordnet	verb	rain lightly
drizzle	wordnet	verb	moisten with fine drops
drizzle	wordnet	noun	very light rain; stronger than mist but less than a shower
lighthouse	ahd-legacy	noun	A tall structure topped by a powerful light used as a beacon or signal to aid marine navigation.
lighthouse	wiktionary	noun	A building, usually a tower, containing a light to warn or guide ships.
lighthouse	gcide	noun	A tower or other building with a powerful light at top, erected at the entrance of a port, or at some important point on a coast, to serve as a guide to mariners at night; a pharos.
lighthouse	century	noun	A tower or other structure exhibiting a light or lights, for the purpose of indicating the presence of rocks, shoals, or other dangers to navigation, or for the guidance of mariners when approaching or sailing along a coast, entering a harbor, or navigating a river or other body of water.
lighthouse	wordnet	noun	a tower with a light that gives warning of shoals to passing ships
edifice	ahd-legacy	noun	A building, especially one of imposing appearance or size.
edifice	ahd-legacy	noun	An elaborate conceptual structure:  observations that provided the foundation for the edifice of evolutionary theory. 
edifice	wiktionary	noun	A building; a structure; an architectural fabric, especially an imposing one; a large or fine building, public or private.
edifice	wiktionary	noun	An abstract structure; a school of thought.
edifice	gcide	noun	A building; a structure; an architectural fabric; -- chiefly applied to elegant houses, and other large buildings.
edifice	century	noun	A building; a structure; an architectural fabric: applied chiefly to large or fine buildings, public or private.
edifice	wordnet	noun	a structure that has a roof and walls and stands more or less permanently in one place
zany	ahd-legacy	noun	A ludicrous, buffoonish character in old comedies who attempts feebly to mimic the tricks of the clown.
zany	ahd-legacy	noun	A comical person given to extravagant or outlandish behavior.
zany	ahd-legacy	adjective	Ludicrously comical; clownish.
zany	ahd-legacy	adjective	Comical because of incongruity or strangeness; bizarre.
zany	wiktionary	adjective	ludicrously or incongruously comical
zany	wiktionary	adjective	bizarre, clownish
zany	wiktionary	noun	A fool or clown.
zany	gcide	noun	A merry-andrew; a buffoon.
zany	gcide	verb-transitive	To mimic.
zany	century	noun	A comic performer, originating on the Italian stage, whose function it is to make awkward attempts at mimicking the tricks of the professional clown, or the acts of other performers; hence, an apish buffoon in general; a merry-andrew; an amusing fool.
zany	century	noun	. An attendant.
zany	century	noun	<strong>Synonyms</strong> Clown, Fool, Buffoon, Mimic, Zany. “The zany in Shakespere's day was not so much a buffoon and mimic as the obsequious follower of a buffoon and the attenuated mime of a mimic. He was the vice, servant, or attendant of the professional clown or fool, who, dressed like his master, accompanied him on the stage or in the ring, following his movements, imitating his tricks. and adding to the general merriment by his ludicrous failures and comic imbecility … The professional clown or fool might be clever and accomplished in his business, a skilful tumbler and mountebank, doing what he undertook to do thoroughly and well. But this was never the case with the zany. He was always slight and thin, well-meaning, but comparatively helpless, full of readiness, grimace, and alacrity, but also of incompetence. eagerly trying to imitate his superior, but ending in failure and absurdity … We have ourselves seen the clown and the zany in the ring together, the clown doing clever tricks, the zany provoking immense laughter by his ludicrous failures in attempting to imitate them. Where there is only a single clown. he often combines both the characters, doing skilful tumbling on his own account, and playing the zany to the riders.” (Edinburgh Rev., July, 1869, art. 4.)
zany	wordnet	noun	a man who is a stupid incompetent fool
zany	wordnet	adjective	like a clown
zany	wordnet	noun	a buffoon in one of the old comedies; imitates others for ludicrous effect
zany	wordnet	adjective	ludicrous, foolish
thirst	ahd-legacy	noun	A sensation of dryness in the mouth and throat related to a need or desire to drink.
thirst	ahd-legacy	noun	The desire to drink.
thirst	ahd-legacy	noun	An insistent desire; a craving:  a thirst for knowledge. 
thirst	ahd-legacy	verb-intransitive	To feel a need to drink.
thirst	ahd-legacy	verb-intransitive	To have a strong craving; yearn.
thirst	wiktionary	noun	A sensation of dryness in the throat associated with a craving for liquids, produced by deprivation of drink, or by some other cause (as fear, excitement, etc.) which arrests the secretion of the pharyngeal mucous membrane; hence, the condition producing this sensation.
thirst	wiktionary	noun	A want and eager desire after anything; a craving or longing; — usually with for, of, or after; as, the thirst for gold.
thirst	wiktionary	verb	To desire.
thirst	wiktionary	verb	To be thirsty.
thirst	gcide	noun	A sensation of dryness in the throat associated with a craving for liquids, produced by deprivation of drink, or by some other cause (as fear, excitement, etc.) which arrests the secretion of the pharyngeal mucous membrane; hence, the condition producing this sensation.
thirst	gcide	noun	Fig.: A want and eager desire after anything; a craving or longing; -- usually with for, of, or after.
thirst	gcide	verb-transitive	To feel thirst; to experience a painful or uneasy sensation of the throat or fauces, as for want of drink.
thirst	gcide	verb-transitive	To have a vehement desire.
thirst	gcide	verb-transitive	To have a thirst for.
thirst	century	noun	A waterless region.
thirst	century	noun	A feeling of dryness in the mouth and throat; the uncomfortable sensations arising from the want of fluid nutriment; the uneasiness or suffering occasioned by want of drink; vehement desire for drink.
thirst	century	noun	Figuratively, an ardent desire for anything; a craving.
thirst	wordnet	noun	a physiological need to drink
thirst	wordnet	noun	strong desire for something (not food or drink)
thirst	wordnet	verb	have a craving, appetite, or great desire for
thirst	wordnet	verb	feel the need to drink
advocate	ahd-legacy	verb-transitive	To speak, plead, or argue in favor of. See Synonyms at support.
advocate	ahd-legacy	noun	One that argues for a cause; a supporter or defender:  an advocate of civil rights. 
advocate	ahd-legacy	noun	One that pleads in another's behalf; an intercessor:  advocates for abused children and spouses. 
advocate	ahd-legacy	noun	A lawyer.
advocate	wiktionary	noun	A person who supports others to make their voices heard, or ideally for them to speak up for themselves.
advocate	wiktionary	verb	To argue for someone else.
advocate	wiktionary	verb	To encourage support for something.
advocate	gcide	noun	One who pleads the cause of another. Specifically: One who pleads the cause of another before a tribunal or judicial court; a counselor.
advocate	gcide	noun	One who defends, vindicates, or espouses any cause by argument; a pleader.
advocate	gcide	noun	Christ, considered as an intercessor.
advocate	gcide	verb-transitive	To plead in favor of; to defend by argument, before a tribunal or the public; to support, vindicate, or recommend publicly.
advocate	gcide	verb-intransitive	To act as advocate.
advocate	century	noun	One who pleads the cause of another in a court of law; specifically, a lawyer of full rank in a country, or practising before a court, in which the civil or the canon law prevails, as France and Scotland, and the admiralty and ecclesiastical courts of England.
advocate	century	noun	One who defends, vindicates, or espouses a cause by argument; a pleader in favor of any person or thing; an upholder; a defender: as, an advocate of peace or of the oppressed.
advocate	century	noun	In the Roman Catholic Church, a name commonly applied to the promoter of the faith, one of the college of consistorial advocates in the papal court, from his office of urging the objections against the virtues, miracles, etc., of a person proposed for canonization.
advocate	century	noun	One given to bringing forward accusations against personal character.
advocate	century	noun	In England, formerly, an official who prosecuted in all criminal cases falling under military law which concerned the crown; now, a subordinate member of the government who acts as the legal adviser of the crown in all matters of military law.
advocate	wordnet	verb	push for something
advocate	wordnet	verb	speak, plead, or argue in favor of
advocate	wordnet	noun	a person who pleads for a cause or propounds an idea
advocate	wordnet	noun	a lawyer who pleads cases in court
occupant	ahd-legacy	noun	One that occupies a position or place:  the occupant of the honorary professorial chair; the occupants of a beehive. 
occupant	ahd-legacy	noun	One who has certain legal rights to or control over the premises occupied; a tenant or owner.
occupant	ahd-legacy	noun	Law   One that is the first to take possession of something previously unowned.
occupant	wiktionary	noun	A person who occupies a place or a position.
occupant	wiktionary	noun	An owner or tenant of a property.
occupant	wiktionary	noun	A person sitting in a car or other vehicle.
occupant	gcide	noun	One who occupies, or takes possession; one who has the actual use or possession, or is in possession, of a thing.
occupant	gcide	noun	A prostitute.
occupant	century	noun	One who occupies; an inhabitant; especially, one in actual possession, as a tenant, who has actual possession, in distinction from the landlord, who has legal or constructive possession.
occupant	century	noun	More specifically, in law, one who first takes possession of that which has no legal owner.
occupant	century	noun	A prostitute.
occupant	wordnet	noun	someone who lives at a particular place for a prolonged period or who was born there
astronomer	ahd-legacy	noun	One who specializes in astronomy.
astronomer	wiktionary	noun	One who studies astronomy, the stars or the physical universe; a scientist whose area of research is astronomy or astrophysics
astronomer	gcide	noun	An astrologer.
astronomer	gcide	noun	One who is versed in astronomy; one who has a knowledge of the laws of the heavenly orbs, or the principles by which their motions are regulated, with their various phenomena.
astronomer	century	noun	One who is versed in astronomy; a scientific observer of the stars; a student of the laws of the heavenly bodies, or the principles by which their motions are regulated, with their various phenomena.
astronomer	wordnet	noun	a physicist who studies astronomy
statistic	ahd-legacy	noun	A numerical datum.
statistic	ahd-legacy	noun	A numerical value, such as standard deviation or mean, that characterizes the sample or population from which it was derived.
