soybean meal	NN	1	07569873	meal made from soybeans
bedizen	VB	1	01679254	decorate tastelessly
demythologize	VB	1	00135578	remove the mythical element from (writings); "the Bible should be demythologized and examined for its historical value"
the tempter	NN	1	09543353	(Judeo-Christian and Islamic religions) chief spirit of evil and adversary of God; tempter of mankind; master of Hell
genus armillaria	NN	1	13231436	genus of edible mushrooms having white spores an annulus and blue juice; some are edible; some cause root rot
west germanic language	NN	1	06946823	a branch of the Germanic languages
genus cronartium	NN	1	13064247	rust fungi having aecia produced in raised or swollen sori and teliospores borne in waxy columns
subculture	NN	1	08288753	a social group within a national culture that has distinctive patterns of behavior and beliefs
countermarch	NN	1	00291004	(military) a march in the reverse direction or back along the same route
presidential term	NN	1	15266265	the tenure of a president; "things were quiet during the Eisenhower administration"
pleasure craft	NN	1	02932891	a large motorboat that has a cabin and plumbing and other conveniences necessary for living on board
prepuce	NN	1	05527085	a fold of skin covering the tip of the clitoris
cryptophyceae	NN	1	01421164	motile usually brownish-green protozoa-like algae
genus anacardium	NN	1	12759120	type genus of the Anacardiaceae: cashew
clout	VB	1	01412759	strike hard, especially with the fist; "He clouted his attacker"
panto	NN	1	00550242	an abbreviation of pantomime
have a bun in the oven	VB	1	00059019	be pregnant with; "She is bearing his child"; "The are expecting another child in January"; "I am carrying his child"
philaenus	NN	1	02258065	a genus of Cercopidae
ready-to-wear	NN	1	04059157	ready-made clothing; "she couldn't find anything in ready-to-wear that she liked"
vulnerability	NN	1	14543931	the state of being vulnerable or exposed; "his vulnerability to litigation"; "his exposure to ridicule"
superfamily sphecoidea	NN	1	02214972	families Sphecidae and Stizidae
urban sprawl	NN	1	08539717	an aggregation or continuous network of urban communities
long suit	NN	1	07957193	in a hand, the suit having the most cards
seafaring	NN	1	00314469	the work of a sailor
hellenic republic	NN	1	08780881	a republic in southeastern Europe on the southern part of the Balkan peninsula; known for grapes and olives and olive oil
order cypriniformes	NN	1	01437805	an order of animals including almost entirely freshwater fishes: characins; loaches; carp; suckers; sometimes classified as a suborder of Ostariophysi
mount carmel	NN	1	09361816	a mountain range in northwestern Israel near the Mediterranean coast; "according to the Old Testament, Elijah defeated the priests of Baal at Mount Carmel"
genus chiococca	NN	1	12662223	shrubs of tropical and subtropical New World
twelve tribes of israel	NN	1	08372847	twelve kin groups of ancient Israel each traditionally descended from one of the twelve sons of Jacob
solenogaster	NN	1	01954516	deep-water wormlike mollusks lacking calcareous plates on the body but having fine slimy spicules on the covering mantle
monas	NN	1	13742840	a singular metaphysical entity from which material properties are said to derive
persuasive	JJ	1	01769843	intended or having the power to induce action or belief; "persuasive eloquence"; "a most persuasive speaker"; "a persuasive argument"
protect	VB	1	01128193	shield from danger, injury, destruction, or damage; "Weatherbeater protects your roof from the rain"
vena facialis	NN	1	05367341	any of several veins draining the face
sesame family	NN	1	12874429	the family of plants of order Polemoniales
possessive case	NN	1	06311852	the case expressing ownership
acadia	NN	1	08821187	the French-speaking part of the Canadian Maritime Provinces
passenger train	NN	1	03896233	a train that carries passengers
gasterosteidae	NN	1	01454702	sticklebacks
casque	NN	1	02978205	(15-16th century) any armor for the head; usually ornate without a visor
light-emitting diode	NN	1	03666362	diode such that light emitted at a p-n junction is proportional to the bias current; color depends on the material used
elephantiasis	NN	1	14367341	hypertrophy of certain body parts (usually legs and scrotum); the end state of the disease filariasis
pacific northwest	NN	1	08564739	a region of the northwestern United States usually including Washington and Oregon and sometimes southwestern British Columbia
genus caltha	NN	1	11727976	a genus of Caltha
genus dasypus	NN	1	02454657	type genus of the Dasypodidae
sandarac	NN	1	11643506	durable fragrant wood; used in building (as in the roof of the cathedral at Cordova, Spain)
santiago de cuba	NN	1	08750822	a port city in southeastern Cuba; industrial center
mark antony	NN	1	10820163	Roman general under Julius Caesar in the Gallic wars; repudiated his wife for the Egyptian queen Cleopatra; they were defeated by Octavian at Actium (83-30 BC)
hanseatic league	NN	1	08304135	a commercial and defensive confederation of free cities in northern Germany and surrounding areas; formed in 1241 and most influential in the 14th century when it included over 100 towns and functioned as an independent political power; the last official assembly was held in 1669
hosepipe	NN	1	03539875	a flexible pipe for conveying a liquid or gas
great lakes	NN	1	09292751	a group of five large, interconnected lakes in central North America
paradisaeidae	NN	1	01570969	birds of paradise
cinnabar	NN	1	14671587	a heavy reddish mineral consisting of mercuric sulfide; the chief source of mercury
tientsin	NN	1	08728882	a major industrial center in northeastern China on the Grand Canal near the Yellow Sea; 3rd largest city in China
broccoli	NN	1	11876803	plant with dense clusters of tight green flower buds
unspell	VB	1	01064696	release from a spell
nestor paz zamora commission	NN	1	08035233	a terrorist organization in Bolivia that acts as an umbrella for numerous small indigenous subversive groups; a revival of a group with Marxist-Leninist ideologies originally established by Che Guevara in the 1960s
crataegus crus-galli	NN	1	12627347	eastern United States hawthorn with long straight thorns
provenience	NN	1	08510456	where something originated or was nurtured in its early existence; "the birthplace of civilization"
platoon	NN	1	08214470	a military unit that is a subdivision of a company; usually has a headquarters and two or more squads; usually commanded by a lieutenant
waco	NN	1	09146813	a city in east central Texas
timolol	NN	1	04438742	a beta blocker (trade name Blocadren) administered after heart attacks
spheniscus	NN	1	02056873	type genus of the Spheniscidae: jackass penguins
tombstone	NN	1	03455488	a stone that is used to mark a grave
perpendicularity	NN	1	13829047	the relation of opposition between things at right angles
pocket lighter	NN	1	03031422	a lighter for cigars or cigarettes
theological virtue	NN	1	04847991	according to Christian ethics: one of the three virtues (faith, hope, and charity) created by God to round out the natural virtues
fijis	NN	1	08778597	a group of more than 800 islands (100 inhabited) in the southwestern Pacific; larger islands (Viti Levu and Vanua Levu) are of volcanic origin surrounded by coral reefs; smaller islands are coral
hellion	NN	1	10169419	a rowdy or mischievous person (usually a young man); "he chased the young hellions out of his yard"
shmegegge	NN	1	06609785	(Yiddish) baloney; hot air; nonsense
paganism	NN	1	06224657	any of various religions other than Christianity or Judaism or Islamism
training college	NN	1	08285896	a school providing training for a special field or profession
nitrous oxide	NN	1	03826945	inhalation anesthetic used as an anesthetic in dentistry and surgery
sweet balm	NN	1	12854600	bushy perennial Old World mint having small white or yellowish flowers and fragrant lemon-flavored leaves; a garden escapee in northern Europe and North America
portrayer	NN	1	10455619	a painter or drawer of portraits
seep	VB	1	02071974	pass gradually or leak through or as if through small openings
nullifier	NN	1	10365984	an advocate of nullification; someone who believes that a state can resist federal laws
pea plant	NN	1	12560016	a leguminous plant of the genus Pisum with small white flowers and long green pods containing edible green seeds
templetonia retusa	NN	1	12572188	Australian shrub having simple obovate leaves and brilliant scarlet flowers
islamic party of turkestan	NN	1	08025835	a terrorist group of Islamic militants formed in 1996; opposes Uzbekistan's secular regime and wants to establish an Islamic state in central Asia; is a conduit for drugs from Afghanistan to central Asian countries
want	VB	1	01825237	feel or have a desire for; want strongly; "I want to go home now"; "I want my own room"
newborn infant	NN	1	10353016	a baby from birth to four weeks
privy council	NN	1	08311687	an advisory council to a ruler (especially to the British Crown)
lepidocybium	NN	1	02622408	a genus of Gempylidae
catapultic	JJ	1	02683419	of or like a catapult; "a catapultic kind of action"
smooth dogfish	NN	1	01492357	small bottom-dwelling shark found along both Atlantic coasts
slave-making ant	NN	1	02221820	an ant that attacks colonies of other ant species and carries off the young to be reared as slave ants
carriageway	NN	1	02969323	one of the two sides of a motorway where traffic travels in one direction only usually in two or three lanes
splinter	NN	1	09442838	a small thin sharp bit or wood or glass or metal; "he got a splinter in his finger"; "it broke into slivers"
suit	VB	1	02702830	be agreeable or acceptable to; "This suits my needs"
taxodium distichum	NN	1	11641963	common cypress of southeastern United States having trunk expanded at base; found in coastal swamps and flooding river bottoms
gametogenesis	NN	1	13486115	the development and maturation of sex cells through meiosis
engine cooling system	NN	1	03103128	equipment in a motor vehicle that cools the engine
genus athrotaxis	NN	1	11632794	a genus of gymnosperm
schooltime	NN	1	15203229	the period of instruction in a school; the time period when school is in session; "stay after school"; "he didn't miss a single day of school"; "when the school day was done we would walk home together"
supernumerary	NN	1	10676682	a person serving no apparent function; "reducing staff is difficult because our employees include no supernumeraries"
greylag goose	NN	1	01856553	common grey wild goose of Europe; ancestor of many domestic breeds
marsilea	NN	1	12957467	clover ferns
woodworking plane	NN	1	03954731	a carpenter's hand tool with an adjustable blade for smoothing or shaping wood; "the cabinetmaker used a plane for the finish work"
swayer	NN	1	10541229	a person who rules or commands; "swayer of the universe"
psychotria capensis	NN	1	12669803	South African evergreen having hard tough wood
geomyidae	NN	1	02353529	North American pocket gophers
stodge	NN	1	07803895	heavy and filling (and usually starchy) food
deanship	NN	1	00591725	the position or office of a dean
steamroller	NN	1	10226556	a massive inexorable force that seems to crush everything in its way
adjustable wrench	NN	1	02680754	can be changed to different settings
straw boss	NN	1	10661732	a member of a work gang who supervises the other workers
fruit tree	NN	1	12651821	tree bearing edible fruit
summer solstice	NN	1	15222012	June 21, when the sun is at its northernmost point
surcease	NN	1	07362075	a stopping; "a cessation of the thunder"
neighbour	NN	1	10352299	a person who lives (or is located) near another
showpiece	NN	1	03069567	the outstanding item (the prize piece or main exhibit) in a collection
order dermoptera	NN	1	02502085	flying lemurs
genus acanthophis	NN	1	01750027	Australian elapid snakes
chocolate candy	NN	1	07602454	candy made with chocolate
extensile	JJ	1	00944449	capable of being protruded or stretched or opened out; "an extensile tongue"; "an extensible measuring rule"
team	NN	1	08208560	a cooperative unit (especially in sports)
mephobarbital	NN	1	03747508	a long-acting crystalline barbiturate (trade name Mebaral) used as a sedative and as an anticonvulsant in the treatment of epilepsy
bw defense	NN	1	00967993	defense against biological warfare
michelangelo buonarroti	NN	1	11178161	Florentine sculptor and painter and architect; one of the outstanding figures of the Renaissance (1475-1564)
sexual urge	NN	1	07487695	all of the feelings resulting from the urge to gratify sexual impulses; "he wanted a better sex life"; "the film contained no sex or violence"
boldface	NN	1	06827219	a typeface with thick heavy lines
utilization	NN	1	00947128	the act of using; "he warned against the use of narcotic drugs"; "skilled in the utilization of computers"
nazify	VB	1	00502085	cause or force to adopt Nazism or a Nazi character; "Hitler nazified Germany in the 1930's"; "The arts were nazified everywhere in Germany"
conventionalize	VB	1	00527367	make conventional or adapt to conventions; "conventionalized behavior"
rearmament	NN	1	01157384	the act of arming again; "he opposed the rearmament of Japan after World War II"
norinyl	NN	1	03830111	trade name for an oral contraceptive containing norethindrone and mestranol
lighterman	NN	1	10261388	someone who operates a barge
herd	NN	1	07994331	a group of cattle or sheep or other domestic mammals all of the same kind that are herded by humans
delphi	NN	1	08786855	an ancient Greek city on the slopes of Mount Parnassus; site of the oracle of Delphi
rigout	NN	1	04092168	a person's costume (especially if bizarre); "What a queer rigout!"
small person	NN	1	10613505	a person of below average size
wild wilkworm	NN	1	02302620	larva of a saturniid moth; spins a large amount of strong silk in constructing its cocoon
hoof	NN	1	02153959	the foot of an ungulate mammal
girondist	NN	1	10131268	a member of the moderate republican party that was in power during the French Revolution; the Girondists were overthrown by their more radical rivals the Jacobins
boston tea party	NN	1	01178415	demonstration (1773) by citizens of Boston who (disguised as Indians) raided three British ships in Boston harbor and dumped hundreds of chests of tea into the harbor; organized as a protest against taxes on tea
trick	VB	1	02575723	deceive somebody; "We tricked the teacher into thinking that class would be cancelled next week"
dissolving	NN	1	13468094	the process of going into solution; "the dissolving of salt in water"
lake trasimenus	NN	1	01283185	a battle in 217 BC in which Hannibal ambushed a Roman army led by Flaminius
serum	NN	1	05403149	an amber, watery fluid, rich in proteins, that separates out when blood coagulates
shadowiness	NN	1	13984613	relative darkness caused by light rays being intercepted by an opaque body; "it is much cooler in the shade"; "there's too much shadiness to take good photographs"
french indochina	NN	1	08731953	the French colonies of the territory now occupied by Cambodia, Laos, and Vietnam
compass	VB	1	02527085	bring about; accomplish; "This writer attempts more than his talents can compass"
lewisia	NN	1	11859981	genus of western North American low-growing herbs having linear woolly leaves and large pink flowers
identity card	NN	1	06477371	a card certifying the identity of the bearer; "he had to show his card to get in"
scrub fowl	NN	1	01801088	large-footed short-winged birds of Australasia; build mounds of decaying vegetation to incubate eggs
hispaniola	NN	1	08751317	an island in the West Indies
range of a function	NN	1	08000304	(mathematics) the set of values of the dependent variable for which a function is defined; "the image of f(x) = x^2 is the set of all non-negative real numbers if the domain of the function is the set of all real numbers"
center for disease control and prevention	NN	1	08124649	a federal agency in the Department of Health and Human Services; located in Atlanta; investigates and diagnoses and tries to control or prevent diseases (especially new and unusual diseases)
isole egadi	NN	1	08784905	a group of islands off the west coast of Sicily in the Mediterranean
family colubridae	NN	1	01726960	nonvenomous snakes; about two-thirds of all living species
singing voice	NN	1	06872122	the musical quality of the voice while singing
terror	NN	1	07520612	an overwhelming feeling of fear and anxiety
diffusion	NN	1	13465530	(physics) the process in which there is movement of a substance from an area of high concentration of that substance to an area of lower concentration
genus fomes	NN	1	13053816	genus of bracket fungi forming corky or woody perennial shelflike sporophores often of large size; includes some that cause destructive heartrot in trees
ligament	NN	1	05295381	a sheet or band of tough fibrous tissue connecting bones or cartilages or supporting muscles or organs
blue	VB	1	00521641	turn blue
wintergreen oil	NN	1	07812913	oil or flavoring obtained from the creeping wintergreen or teaberry plant
acanthus	NN	1	12812235	any plant of the genus Acanthus having large spiny leaves and spikes or white or purplish flowers; native to Mediterranean region but widely cultivated
coelenterate family	NN	1	01908287	a family of coelenterates
sweet unicorn plant	NN	1	12875861	a herbaceous plant of the genus Proboscidea
genus alopecurus	NN	1	12107489	annual or perennial grasses including decorative and meadow species as well as notorious agricultural weeds
nazi	NN	1	10350220	a German member of Adolf Hitler's political party
usa	NN	1	09044862	North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
tragulidae	NN	1	02435689	chevrotains
genus astacus	NN	1	01985331	type genus of the family Astacidae; Old World crayfish
true flycatcher	NN	1	01555809	any of a large group of small songbirds that feed on insects taken on the wing
krauthead	NN	1	09748239	offensive term for a person of German descent
milk vetch	NN	1	12508309	any of various plants of the genus Astragalus
swiss stone pine	NN	1	11612018	large five-needled European pine; yields cembra nuts and a resinous exudate
subclass crossopterygii	NN	1	02514988	fishes having paired fins resembling limbs and regarded as ancestral to amphibians
nei monggol	NN	1	08729971	an autonomous region of northeastern China that was annexed by the Manchu rulers in 1635 and became an integral part of China in 1911
woolgatherer	NN	1	09993901	someone who indulges in idle or absentminded daydreaming
whole	NN	1	05869584	all of something including all its component elements or parts; "Europe considered as a whole"; "the whole of American literature"
northern territory	NN	1	08834916	a territory in north central Australia
virgin mary	NN	1	11161412	the mother of Jesus; Christians refer to her as the Virgin Mary; she is especially honored by Roman Catholics
prolapse	VB	1	01833906	slip or fall out of place, as of body parts; "prolapsed rectum"
cellar	NN	1	02800497	the lowermost portion of a structure partly or wholly below ground level; often used for storage
williams	NN	1	11390364	United States country singer and songwriter (1923-1953)
complexifier	NN	1	09947127	someone makes things complex
upper deck	NN	1	04514738	a higher deck
belly dance	VB	1	01710190	perform a belly dance
actinomycete	NN	1	01375204	any bacteria (some of which are pathogenic for humans and animals) belonging to the order Actinomycetales
fibre optic cable	NN	1	03331599	a cable made of optical fibers that can transmit large amounts of information at the speed of light
temporal relation	NN	1	13844690	a relation involving time
lemon extract	NN	1	07828275	a flavoring made from (or imitating) lemons
affirmative	NN	1	07203696	a reply of affirmation; "he answered in the affirmative"
family diomedeidae	NN	1	02058074	albatrosses
workhouse	NN	1	04601159	a poorhouse where able-bodied poor are compelled to labor
pernis	NN	1	01608086	a common European bird of prey; dull brown with white-streaked underparts
megalobatrachus	NN	1	01633578	giant salamanders; in some classifications included in the genus Cryptobranchus
body odour	NN	1	04980920	malodorousness resulting from a failure to bathe
ancient greek	NN	1	06977434	the Greek language prior to the Roman Empire
title of respect	NN	1	06339416	an identifying appellation signifying status or function: e.g. `Mr.' or `General'; "the professor didn't like his friends to use his formal title"
supporters of islam	NN	1	08015321	a radical Islamic group of terrorists in the Iraqi part of Kurdistan who oppose an independent secular nation as advocated by the United States; some members fought with the Taliban and al-Qaeda forces in Afghanistan; said to receive financial support from Saddam Hussein
wassail	NN	1	07931280	a punch made of sweetened ale or wine heated with spices and roasted apples; especially at Christmas
native sulphur	NN	1	14785325	an old name for sulfur
obligingness	NN	1	04641153	a disposition or tendency to yield to the will of others
rolling wave	NN	1	07349532	a long heavy sea wave as it advances towards the shore
vietnamese	NN	1	09747191	a native or inhabitant of Vietnam
church service	NN	1	01032368	a service conducted in a house of worship; "don't be late for church"
jacobite	NN	1	10218989	a supporter of James II after he was overthrown or a supporter of the Stuarts
heilong jiang	NN	1	09196103	an Asian river between China and Russia; flows into the Sea of Okhotsk
river lethe	NN	1	09338453	(Greek mythology) a river in Hades; the souls of the dead had to drink from it, which made them forget all they had done and suffered when they were alive
riding habit	NN	1	03474167	attire that is typically worn by a horseback rider (especially a woman's attire)
savagery	NN	1	05038251	the property of being untamed and ferocious; "the coastline is littered with testaments to the savageness of the waters"; "a craving for barbaric splendor, for savagery and color and the throb of drums"
genus catha	NN	1	11598100	a genus of African evergreen shrubs characterized by thick leaves and white flowers
shrink from	VB	1	02463704	avoid (one's assigned duties); "The derelict soldier shirked his duties"
gamete	NN	1	05456945	a mature sexual reproductive cell having a single set of unpaired chromosomes
genus nierembergia	NN	1	12908432	genus of tropical American erect or creeping herbs with solitary flowers
solomon's-seal	NN	1	12474167	any of several plants of the genus Polygonatum having paired drooping yellowish-green flowers and a thick rootstock with scars shaped like Solomon's seal
sacramento mountains	NN	1	09418484	mountain range in New Mexico to the east of the Rio Grande
king of the germans	NN	1	10234867	the sovereign ruler of the Germans
push-button radio	NN	1	04027367	a radio receiver that can be tuned by pressing buttons
raspberry bush	NN	1	12655869	woody brambles bearing usually red but sometimes black or yellow fruits that separate from the receptacle when ripe and are rounder and smaller than blackberries
nonviolent	JJ	1	02512922	abstaining (on principle) from the use of violence
entrepreneur	NN	1	10060352	someone who organizes a business venture and assumes the risk for it
pilgrimage	NN	1	00311687	a journey to a sacred place
genus rhinoceros	NN	1	02392282	type genus of the Rhinocerotidae
user	NN	1	10741590	a person who makes use of a thing; someone who uses or employs something
epacris	NN	1	12253229	any heathlike evergreen shrub of the genus Epacris grown for their showy and crowded spikes of small bell-shaped or tubular flowers
dictate	NN	1	06663940	an authoritative rule
family certhiidae	NN	1	01589125	creepers
periodontitis	NN	1	14080622	a disease that attacks the gum and bone and around the teeth
pit	NN	1	09393108	a sizeable hole (usually in the ground); "they dug a pit to bury the body"
eliminator	NN	1	09272468	an agent that eliminates something
mayetiola	NN	1	02189535	a genus of Cecidomyidae
stock market index	NN	1	06641924	index based on a statistical compilation of the share prices of a number of representative stocks
hernaria	NN	1	11810559	low-growing Old World herbs with minute bright green leaves
saxifraga	NN	1	12792638	type genus of the Saxifragaceae; large genus of usually perennial herbs of Arctic and cool regions of northern hemisphere: saxifrage
bird genus	NN	1	01507175	a genus of birds
